name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Santa Barbara, CA",2022-07-10,76.4,57.5,66.8,76.4,57.5,66.8,58.3,75.3,0,0,0,rain,0,0,13.9,9.5,215.6,1015.8,3.6,9.3,285.8,24.6,10,10,2022-07-10T05:54:47,2022-07-10T20:13:30,0.4,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-11,68.8,58.8,63.1,68.8,58.8,63.1,57.4,82,0,0,0,rain,0,0,10.7,11.7,178.2,1013.3,71.7,8,270.8,23.6,9,10,2022-07-11T05:55:22,2022-07-11T20:13:10,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-12,69.2,56.7,61.6,69.2,56.7,61.6,56.7,84.8,0,0,0,rain,0,0,17.2,13.8,206.1,1013.3,79.2,7.7,232.3,20,9,10,2022-07-12T05:55:57,2022-07-12T20:12:49,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-13,69.3,57.6,62.3,69.3,57.6,62.3,56.8,82.8,0,0,0,rain,0,0,13.4,16.8,207.5,1013.6,66.8,8.8,333.3,29,10,10,2022-07-13T05:56:34,2022-07-13T20:12:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-14,68.5,58.7,63,68.5,58.7,63,57,81.5,0,0,0,rain,0,0,15,11.3,177,1013.4,51.2,8.3,326.3,28.2,9,10,2022-07-14T05:57:10,2022-07-14T20:12:02,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-15,75,57.7,64.4,75,57.7,64.4,57.1,78.5,0,0,0,rain,0,0,8.1,8.1,188.6,1013.6,28.1,7.7,332.7,28.6,9,10,2022-07-15T05:57:48,2022-07-15T20:11:37,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-16,75.7,56.7,65.5,75.7,56.7,65.5,57.1,75.9,0,0,0,,0,0,17.2,9.6,201.7,1012.2,3.2,8.6,328.7,28.1,9,10,2022-07-16T05:58:26,2022-07-16T20:11:09,0.6,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-17,74.4,57.6,65.3,74.4,57.6,65.3,57.8,78.4,0,0,0,rain,0,0,12.8,10,213.1,1010.9,27,8.3,301.4,26,9,10,2022-07-17T05:59:05,2022-07-17T20:10:40,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-18,75.7,60.8,67.3,75.7,60.8,67.3,59.4,76.7,0,0,0,rain,0,0,9.6,8.3,226.7,1013.9,0.7,8.7,274.5,23.6,10,10,2022-07-18T05:59:44,2022-07-18T20:10:09,0.67,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-07-19,73.8,60.2,65.9,73.8,60.2,65.9,58.9,79.1,0,0,0,,0,0,13.9,10.6,232.4,1015.1,32.9,7.4,328.3,28.3,9,10,2022-07-19T06:00:24,2022-07-19T20:09:37,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-20,73.6,58.5,65.1,73.6,58.5,65.1,58.7,80.8,0,0,0,rain,0,0,20.8,10.6,164.1,1016.2,32.1,7.6,307,26.5,9,10,2022-07-20T06:01:04,2022-07-20T20:09:03,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-07-21,74.8,59.6,65.5,74.8,59.6,65.5,57.5,76.7,0,0,0,rain,0,0,13.9,10.1,170.9,1013.9,22.7,9.2,325.8,28.1,9,10,2022-07-21T06:01:44,2022-07-21T20:08:27,0.77,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-22,71.7,56.7,63.9,71.7,56.7,63.9,56.7,78.4,0,0,0,rain,0,0,10.3,9.4,169.8,1011.3,18.7,8.1,330.6,28.3,9,10,2022-07-22T06:02:26,2022-07-22T20:07:50,0.8,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-07-23,72.8,57.5,65.7,72.8,57.5,65.7,58.1,77.2,0,0,0,,0,0,11.9,10.5,190.8,1011.2,28,8.4,316.1,27.2,9,10,2022-07-23T06:03:07,2022-07-23T20:07:12,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-07-24,70.1,58.6,64.4,70.1,58.6,64.4,57.4,78.7,0,0,0,,0,0,16.1,11.3,201.3,1012.3,31.7,8.9,322.6,27.7,9,10,2022-07-24T06:03:49,2022-07-24T20:06:32,0.87,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-07-25,68.2,59.6,62.5,68.2,59.6,62.5,56.7,81.6,0,0,0,rain,0,0,16.1,12.7,220,1013.1,63.9,9.2,292.6,25.2,10,10,2022-07-25T06:04:31,2022-07-25T20:05:50,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-07-26,69.4,59.6,62.6,69.4,59.6,62.6,56.9,82.1,0,0,0,rain,0,0,18.3,15.2,242.8,1014.2,68.4,9.8,293.8,25.5,10,10,2022-07-26T06:05:13,2022-07-26T20:05:07,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-27,70.9,59.4,63.8,70.9,59.4,63.8,57.3,80.1,0,0,0,rain,0,0,9.8,9.9,138.8,1014.3,47.2,9.7,308.6,26.7,9,10,2022-07-27T06:05:56,2022-07-27T20:04:22,0.97,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-28,72.8,56.9,65.1,72.8,56.9,65.1,57.8,78,0,0,0,,0,0,13.4,10.7,198,1012.2,10.3,9.9,286.4,24.6,9,10,2022-07-28T06:06:39,2022-07-28T20:03:36,0,Clear,Clear conditions throughout the day.,clear-day,"SE234,CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-07-29,76,59.8,66.4,76,59.8,66.4,58.4,76.7,0,0,0,,0,0,15,11.5,226,1012.1,9,9.8,273.7,23.7,9,10,2022-07-29T06:07:22,2022-07-29T20:02:49,0.04,Clear,Clear conditions throughout the day.,clear-day,"CI107,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-30,76.9,60.7,66.9,76.9,60.7,66.9,60.2,80,0,0,0,,0,0,15,10.6,232.9,1013.3,29.3,8.6,269.3,23.5,9,10,2022-07-30T06:08:06,2022-07-30T20:02:00,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-07-31,76.8,64.8,68.9,76.8,64.8,68.9,61.9,79.2,0,0,0,,0,0,13.9,11.5,217.2,1015.1,28.8,9.4,246.6,21.2,8,10,2022-07-31T06:08:49,2022-07-31T20:01:10,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-01,77.3,63.3,67.7,77.3,63.3,67.7,60.7,79.2,0,0,0,,0,0,21.9,15.7,249.9,1015.6,45.6,8.9,241,20.9,8,10,2022-08-01T06:09:33,2022-08-01T20:00:19,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-02,74.7,63.1,67.2,74.7,63.1,67.2,60.5,79.9,0,0,0,rain,0,0,15,16.7,249.8,1015.6,44.4,9,278.3,24.1,9,10,2022-08-02T06:10:17,2022-08-02T19:59:26,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"CI107,SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-08-03,74.4,62.5,67.5,74.4,62.5,67.5,60.7,79.8,0,0,0,,0,0,8.3,10.6,174.8,1013.1,39.6,9.1,275.6,24,8,10,2022-08-03T06:11:01,2022-08-03T19:58:32,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE234,CI107,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-04,76.5,62.6,67.4,76.5,62.6,67.4,59.7,77.4,0,0,0,,0,0,24.2,14,230.6,1012.8,25,9.6,246.5,21.4,8,10,2022-08-04T06:11:45,2022-08-04T19:57:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE234,CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-08-05,76.2,62.5,68.3,76.2,62.5,68.3,60.1,76.3,0,0,0,,0,0,19.7,13.3,205.2,1013.6,6.2,9.7,304.3,26.2,9,10,2022-08-05T06:12:29,2022-08-05T19:56:40,0.25,Clear,Clear conditions throughout the day.,clear-day,"CI107,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-06,79.4,57.2,68.1,79.4,57.2,68.1,59.7,76,0,0,0,,0,0,19.7,10.8,189.4,1012.5,4,9.8,300.4,26.2,9,10,2022-08-06T06:13:13,2022-08-06T19:55:42,0.32,Clear,Clear conditions throughout the day.,clear-day,"SE234,CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-07,78.4,59.9,69.1,78.4,59.9,69.1,59.9,73.5,0,0,0,rain,0,0,19.7,9.7,142.9,1012.1,2.9,9.8,299,26,9,10,2022-08-07T06:13:57,2022-08-07T19:54:43,0.35,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-08,78.6,62.3,69,78.6,62.3,69,60,74,0,0,0,rain,0,0,13.9,9.4,146.8,1012.6,2,9.5,345.6,30,9,10,2022-08-08T06:14:41,2022-08-08T19:53:42,0.39,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-09,80.6,60.8,69.6,81.2,60.8,69.7,60.6,74.8,0,0,0,rain,0,0,18.3,8.9,180.5,1013,3.6,9.4,302.8,26.2,9,10,2022-08-09T06:15:26,2022-08-09T19:52:41,0.42,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-10,82,60.4,70.4,81.6,60.4,70.4,59.6,71.2,0,0,0,rain,0,0,20.8,9.8,180.6,1015.1,2.2,9.5,311.3,27,9,10,2022-08-10T06:16:10,2022-08-10T19:51:38,0.46,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-11,79.2,58.7,68.4,79.2,58.7,68.4,59.8,75.8,0,0,0,rain,0,0,15,10.7,192.3,1014.7,3.9,9.1,319.3,27.3,9,10,2022-08-11T06:16:54,2022-08-11T19:50:35,0.5,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-12,80.1,57.6,67.9,80.5,57.6,67.9,58.4,73,0,0,0,rain,0,0,15,9.9,175.1,1012.8,3.9,9.2,273.1,23.5,9,10,2022-08-12T06:17:38,2022-08-12T19:49:30,0.52,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-13,78,60.4,68.5,78,60.4,68.5,57.7,69.8,0,0,0,rain,0,0,12.8,8.6,168.8,1013,3.7,8.7,271.9,23.4,10,10,2022-08-13T06:18:22,2022-08-13T19:48:24,0.56,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-14,75.9,57.7,66.8,75.9,57.7,66.8,57.5,73.5,0,0,0,rain,0,0,16.1,8.7,195.6,1012.4,4.3,8.2,301.5,26.1,10,10,2022-08-14T06:19:06,2022-08-14T19:47:17,0.59,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-15,75.9,56.7,65.7,75.9,56.7,65.7,57.3,76,0,0,0,rain,0,0,13.6,8.7,166.7,1010.3,3.7,7.8,335.1,29,9,10,2022-08-15T06:19:50,2022-08-15T19:46:09,0.62,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-16,75.8,56.6,63.5,75.8,56.6,63.5,56.5,79.8,0,0,0,rain,0,0,8.1,11.3,200.8,1009.6,29.1,7.1,288.9,25,9,10,2022-08-16T06:20:34,2022-08-16T19:45:01,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-17,72.8,56.8,63.4,72.8,56.8,63.4,56.6,80.5,0,0,0,rain,0,0,8.5,13.2,231.5,1012,41.8,6.2,300.8,26.2,9,10,2022-08-17T06:21:18,2022-08-17T19:43:51,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-08-18,71.6,56,61.9,71.6,56,61.9,56.5,83.7,0,0,0,rain,0,0,15.4,10.5,155.5,1012.6,51.6,7.1,302.7,26.2,9,10,2022-08-18T06:22:02,2022-08-18T19:42:40,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-08-19,70.9,56.6,62,70.9,56.6,62,56.1,82.2,0,0,0,rain,0,0,15.4,8.5,136.3,1009.2,26.9,7.7,301.8,26.3,9,10,2022-08-19T06:22:46,2022-08-19T19:41:29,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-08-20,76.5,56.7,65.7,76.5,56.7,65.7,59.1,80.1,0,0,0,rain,0,0,16.3,14.4,208.2,1010.8,46.1,7.1,267.3,23.1,9,10,2022-08-20T06:23:29,2022-08-20T19:40:16,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE234,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-08-21,75.4,58.7,66.3,75.4,58.7,66.3,60.5,82.4,0,0,0,rain,0,0,15,13.6,248.4,1015.8,59.1,7.3,203.7,17.5,9,10,2022-08-21T06:24:13,2022-08-21T19:39:03,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-08-22,69.5,57,62.2,69.5,57,62.2,57.4,85.3,0,0,0,rain,0,0,15,10.1,168.6,1014.6,38.9,6.5,292.3,25.3,9,10,2022-08-22T06:24:56,2022-08-22T19:37:49,0.85,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-08-23,72.3,56,63.3,72.3,56,63.3,57.3,81.8,0,0,0,rain,0,0,13,9.5,151.8,1009.3,27.2,8.4,299.2,25.8,9,10,2022-08-23T06:25:40,2022-08-23T19:36:34,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110,KOXR"
"Santa Barbara, CA",2022-08-24,73.5,58.6,63.9,73.5,58.6,63.9,57.8,81.8,0.001,100,4.17,rain,0,0,10.3,11.3,213.2,1010.9,48.3,7.8,291.5,25.2,9,10,2022-08-24T06:26:23,2022-08-24T19:35:19,0.92,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-08-25,74.5,58.7,65.8,74.5,58.7,65.8,59.9,82.2,0,0,0,rain,0,0,10.7,13.6,234.3,1014.1,48.1,7.5,267.5,23.1,8,10,2022-08-25T06:27:06,2022-08-25T19:34:02,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110,KOXR"
"Santa Barbara, CA",2022-08-26,71.9,57.6,63.6,71.9,57.6,63.6,58.7,85.2,0,0,0,rain,0,0,12.8,11.6,174.6,1013.4,54.8,5.9,249.3,21.6,8,10,2022-08-26T06:27:49,2022-08-26T19:32:45,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"CI107,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-08-27,71.2,59.9,64,71.2,59.9,64,58.8,83.7,0,0,0,rain,0,0,15.9,12.6,203.7,1011.1,57.3,8.8,278.2,24.4,9,10,2022-08-27T06:28:32,2022-08-27T19:31:28,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-08-28,72.5,57.6,63.9,72.5,57.6,63.9,58,82.4,0,0,0,rain,0,0,15,12.8,243.7,1010.7,58.7,7,228.8,19.6,9,10,2022-08-28T06:29:15,2022-08-28T19:30:10,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-29,73,55,64.2,73,55,64.2,56.6,77.8,0,0,0,,0,0,15,14.9,240.8,1012.2,9,9.2,291.7,25.3,9,10,2022-08-29T06:29:58,2022-08-29T19:28:51,0.09,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-08-30,79.3,52.8,65.8,79.3,52.8,65.8,56.6,74.5,0,0,0,,0,0,10.5,11.6,212.9,1013.3,0.4,9.4,291.3,25.2,9,10,2022-08-30T06:30:41,2022-08-30T19:27:31,0.12,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-08-31,83.3,56.6,67.2,83.1,56.6,67.2,58.3,74.8,0,0,0,rain,0,0,12.5,8.4,161.6,1010.7,0.8,9,287.5,24.7,9,10,2022-08-31T06:31:23,2022-08-31T19:26:11,0.16,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-01,76,59.5,67.1,76,59.5,67.1,59.2,76.6,0,0,0,rain,0,0,15.9,10.1,141.4,1006.9,2.5,7.9,274.4,23.7,9,10,2022-09-01T06:32:06,2022-09-01T19:24:51,0.19,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-02,83.2,60.8,70.5,84.3,60.8,70.7,60.6,72.9,0,0,0,,0,0,15,11.2,206.9,1007.9,0,8.3,272.4,23.6,9,10,2022-09-02T06:32:48,2022-09-02T19:23:30,0.23,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-03,88.9,62.1,73.2,87.9,62.1,73,59.2,65.2,0,0,0,,0,0,19.7,12.3,225.8,1009.8,0.2,9,266.9,22.9,8,10,2022-09-03T06:33:31,2022-09-03T19:22:08,0.25,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-04,97.8,64.5,79.4,96.9,64.5,79,59.1,55,0,0,0,,0,0,17.2,14.7,239.3,1009.4,1.4,9.4,267.3,23.2,9,10,2022-09-04T06:34:13,2022-09-04T19:20:46,0.3,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-05,87.8,70,77.9,89.9,70,78.8,63.5,61.8,0,0,0,rain,0,0,18.3,10.3,153.7,1007.3,0,9.8,237.8,20.7,8,30,2022-09-05T06:34:55,2022-09-05T19:19:24,0.34,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,SE317,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-06,85.3,67.7,74.7,87.5,67.7,75.3,64.8,72.5,0,0,0,rain,0,0,16.1,13.1,187.6,1009.4,0.2,9.3,272.9,23.7,8,10,2022-09-06T06:35:38,2022-09-06T19:18:01,0.37,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-07,84.7,64.4,72.3,85,64.4,72.6,63.4,75.7,0,0,0,rain,0,0,19.7,12.8,222,1012.5,0,8,193.5,16.8,8,10,2022-09-07T06:36:20,2022-09-07T19:16:38,0.41,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-08,85.1,63.9,73.3,85.8,63.9,73.6,63,72.6,0,0,0,,0,0,20.2,16.4,167.4,1007.7,6.7,9,177.2,15.3,7,15,2022-09-08T06:37:02,2022-09-08T19:15:15,0.44,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-09-09,93.9,68,79.8,95.6,68,80.3,63.2,60,0.001,100,4.17,rain,0,0,20.8,9.5,179.7,1000.8,11.6,9.5,146,12.8,7,10,2022-09-09T06:37:44,2022-09-09T19:13:51,0.48,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"CI107,SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-09-10,80.2,69.4,74.7,82.3,69.4,74.8,67.5,79.1,0.068,100,29.17,rain,0,0,25.3,10.1,103.8,1010,70,8.3,100.4,8.6,5,10,2022-09-10T06:38:26,2022-09-10T19:12:27,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SE234,CI107,SE244,72392523190,KSBA,SBVC1,SE317,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-11,84,70.1,75.2,87.3,70.1,75.8,67.9,79,0,0,0,rain,0,0,16.1,13.5,217.1,1014.6,52.5,9.2,150.8,13,6,10,2022-09-11T06:39:08,2022-09-11T19:11:03,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CI107,SE234,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-12,79.8,66.5,71.9,79.8,66.5,71.9,64.5,78.5,0,0,0,rain,0,0,17.2,9.2,168.6,1013.4,30.5,9.4,168.9,14.6,6,10,2022-09-12T06:39:51,2022-09-12T19:09:38,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-13,78.6,60.9,69.5,78.6,60.9,69.5,60.3,74.5,0,0,0,rain,0,0,20.8,9.8,176.9,1010.8,20.5,8.2,253,22.1,8,10,2022-09-13T06:40:33,2022-09-13T19:08:14,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-14,77.8,56.3,67.8,77.8,56.3,67.8,56.3,68,0,0,0,,0,0,23,10.7,250.8,1011.6,8.9,9.9,268.2,23.2,9,10,2022-09-14T06:41:15,2022-09-14T19:06:49,0.64,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-15,76.7,56.4,67.6,76.7,56.4,67.6,56.3,67.9,0,0,0,,0,0,21.9,14.9,206.8,1013.2,9.4,9.8,262.5,22.5,9,10,2022-09-15T06:41:57,2022-09-15T19:05:24,0.67,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-09-16,76.7,56.9,67.1,76.7,56.9,67.1,57.3,71.5,0,0,0,,0,0,12.8,10,228.3,1012.1,6.1,9.7,246.8,21.3,8,10,2022-09-16T06:42:40,2022-09-16T19:03:59,0.71,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-09-17,74.4,56.7,66.2,74.4,56.7,66.2,57,73.7,0,0,0,,0,0,16.1,12.4,189.8,1009.1,25.4,9.4,180.8,15.5,6,10,2022-09-17T06:43:22,2022-09-17T19:02:34,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
